日期,茅台收盘,平安收盘,茅台收益率,平安收益率,茅台5日均线,茅台20日均线
2022-05-27,9304.72,43.53,0.0067188740854864,0.0088064889918888,-0.004753943530753642,0.0007112490647227555
2022-05-30,9421.55,44.15,0.0125559930873793,0.014243050769584,-0.00023793698386684222,-0.0003678286229344043
2022-05-31,9550.29,44.2,0.0136644182751246,0.0011325028312572,0.004731828942297338,-0.0007440521203050893
2022-06-01,9470.99,44.17,-0.0083034127759472,-0.0006787330316742,0.003554797438019898,-0.0009878836766886595
2022-06-02,9459.69,44.0,-0.0011931170870204,-0.003848766130858,0.004688551117004538,-0.0012714184306989243
2022-06-06,9469.74,44.26,0.0010624026791574,0.0059090909090908,0.003557256835738738,-8.052998792925929e-05
2022-06-07,9619.98,44.15,0.0158652719082044,-0.0024853140533213,0.004219112599903758,0.001797583726387396
2022-06-08,9859.66,44.59,0.0249148127127083,0.0099660249150623,0.006469191487420499,0.0026595308892032508
2022-06-09,9796.35,44.62,-0.0064211139126501,0.0006727965911637,0.006845651260079919,0.0022899182794187257
2022-06-10,10035.53,44.94,0.0244152158712174,0.0071716718960108,0.011967317851727477,0.003653593546298671
2022-06-13,9811.42,44.14,-0.0223316556275553,-0.0178015131286158,0.007288506190384939,0.0021182773692199758
2022-06-14,9886.8,45.22,0.0076828838231366,0.0244676030811055,0.005652028573371377,0.0030422434419779655
2022-06-15,9907.4,47.65,0.0020835861957357,0.053737284387439,0.0010857832699768578,0.0028768119892250356
2022-06-16,9916.94,46.5,0.0009629166077882,-0.024134312696747,0.0025625893740645173,0.003112646468853871
2022-06-17,10288.78,47.03,0.0374954371005571,0.0113978494623656,0.005178633619932456,0.0051220326989614
2022-06-20,10243.66,45.36,-0.004385359585879,-0.0355092494152669,0.008767892828267718,0.0037149280809094403
2022-06-21,10262.35,46.13,0.0018245431808552,0.0169753086419752,0.007596224699811437,0.004307357222304936
2022-06-22,10213.41,45.4,-0.004768888217611,-0.015824842835465,0.006225729817142097,0.004628133379209201
2022-06-23,10319.43,46.25,0.0103804703815866,0.0187224669603525,0.008109240571901776,0.005268069661016531
2022-06-24,10580.27,46.76,0.0252765898891702,0.0110270270270269,0.005665471129624398,0.006874993429572221
2022-06-27,10588.01,46.8,0.0007315503290559,0.0008554319931566,0.0066888531126113775,0.006575627241750695
2022-06-28,10715.89,46.9,0.0120778125445668,0.0021367521367521,0.008739506985353699,0.006551718214610071
2022-06-29,10685.74,46.79,-0.0028135787134806,-0.0023454157782515,0.009130568886179777,0.005727818365179811
2022-06-30,10870.02,46.69,0.0172454130457975,-0.0021372088053003,0.010503557419021956,0.007005259656267046
2022-07-01,10789.88,46.31,-0.0073725715316071,-0.0081387877489825,0.003973725134866497,0.006696286934037711
2022-07-04,10734.35,46.46,-0.0051464891175804,0.0032390412437917,0.0027981172455392367,0.006385842344200821
2022-07-05,10809.77,46.61,0.0070260425642911,0.0032285837279379,0.0017877632494840972,0.005943880877005156
2022-07-06,10653.96,45.85,-0.0144138126898167,-0.016305513838232,-0.0005322835457831226,0.003977449606878907
2022-07-07,10593.66,45.6,-0.0056598673169412,-0.0054525627044711,-0.005113339618330863,0.004015511936664351
2022-07-08,10638.88,45.82,0.0042685908364059,0.0048245614035087,-0.0027851071447282626,0.0030081806849237757
2022-07-11,10461.0,45.38,-0.0167198050922652,-0.0096027935399388,-0.005099770339665222,0.003288773211688281
2022-07-12,10384.68,45.51,-0.0072956696300544,0.0028646981048918,-0.007964112778534323,0.002539845539028731
2022-07-13,10437.34,45.08,0.0050709314105008,-0.009448472863107,-0.004067163958470823,0.002689212799766986
2022-07-14,10407.74,43.6,-0.0028359716172895,-0.0328305235137532,-0.0035023848185404827,0.002499268388513101
2022-07-15,10390.15,42.71,-0.0016900883381022,-0.0204128440366972,-0.004694120653442103,0.000539992116580136
2022-07-18,10401.01,43.45,0.0010452207138491,0.0173261531257318,-0.0011411154922192426,0.0008115211315665411
2022-07-19,10358.0,43.4,-0.0041351753339339,-0.001150747986191,-0.0005090166329951424,0.000513535205827086
2022-07-20,10393.17,43.4,0.0033954431357405,0.0,-0.0008441142879472023,0.0009217517734946611
2022-07-21,10337.39,42.74,-0.0053669862034394,-0.0152073732718893,-0.0013503172051771823,0.00013437894424336112
2022-07-22,10377.59,43.05,0.003888795914636,0.0072531586335984,-0.00023454035462954233,-0.0009350107544833491
2022-07-25,10365.78,42.92,-0.0011380291570586,-0.003019744483159,-0.0006711903288110823,-0.001028489728789074
2022-07-26,10393.72,43.2,0.0026954073885416,0.0065237651444547,0.0006949262156840176,-0.001497609986590334
